seq,result_timestamp_ns,latency_ns,user_id,score,label,label_valid,window_size_used,alpha_used,staleness_sec,occupancy_at_decision,is_burst_period
0,257464428626791,1985500,0,1,0,1,128,0.1,0,0,0
1,257464428636083,1993458,0,1,0,1,128,0.1,0,0,0
2,257464428637625,1995042,0,1,0,1,128,0.1,1,0,0
3,257464428639208,1996542,0,1,0,1,128,0.1,0,0,0
4,257464428640625,1997958,0,1,0,1,128,0.1,1,0,0
5,257464428642083,1999417,0,1,0,1,128,0.1,0,0,0
6,257464428643500,2000833,0,1,0,1,128,0.1,2,0,0
7,257464428644875,2002208,0,1,0,1,128,0.1,3,0,0
8,257464428646333,2003708,0,1,0,1,128,0.1,0,0,0
9,257464428647791,2005083,0,1,0,1,128,0.1,2,0,0
10,257464428678125,2035542,0,1,0,1,128,0.1,1,0,0
11,257464428679916,2037292,0,1,0,1,128,0.1,0,0,0
12,257464428681416,2038750,0,1,0,1,128,0.1,0,0,0
13,257464428687541,2044875,0,1,0,1,128,0.1,1,0,0
14,257464428689000,2046333,0,1,0,1,128,0.1,1,0,0
15,257464428690375,2047708,0,1,0,1,128,0.1,0,0,0
16,257464428691791,2049125,0,1,0,1,128,0.1,0,0,0
17,257464428693208,2050542,0,1,0,1,128,0.1,1,0,0
18,257464428694583,2051958,0,1,0,1,128,0.1,1,0,0
19,257464428696125,2053500,0,1,0,1,128,0.1,1,0,0
20,257464428697541,2054875,0,1,0,1,128,0.1,1,0,0
21,257464428699333,2056708,0,1,0,1,128,0.1,1,0,0
22,257464428700750,2058083,0,1,0,1,128,0.1,1,0,0
23,257464428702083,2059458,0,1,0,1,128,0.1,0,0,0
24,257464428703583,2060917,0,1,0,1,128,0.1,4,0,0
25,257464428704958,2062292,0,1,0,1,128,0.1,0,0,0
26,257464428706291,2063625,0,1,0,1,128,0.1,1,0,0
27,257464428707708,2065042,0,1,0,1,128,0.1,0,0,0
28,257464428709041,2066417,0,1,0,1,128,0.1,0,0,0
29,257464428710458,2067792,0,1,0,1,128,0.1,0,0,0
30,257464428711833,2069167,0,1,0,1,128,0.1,1,0,0
31,257464428713250,2070583,0,1,0,1,128,0.1,1,0,0
32,257464428714666,2072000,0,1,0,1,128,0.1,1,0,0
33,257464428716083,2073375,0,1,0,1,128,0.1,0,0,0
34,257464428717416,2074750,0,1,0,1,128,0.1,0,0,0
35,257464428718750,2076083,0,1,0,1,128,0.1,0,0,0
36,257464428720125,2077458,0,1,0,1,128,0.1,1,0,0
37,257464428721541,2078833,0,1,0,1,128,0.1,0,0,0
38,257464428722833,2080167,0,1,0,1,128,0.1,2,0,0
39,257464428724291,2081583,0,1,0,1,128,0.1,0,0,0
40,257464428725583,2082917,0,1,0,1,128,0.1,3,0,0
41,257464428727041,2084375,0,1,0,1,128,0.1,0,0,0
42,257464428728375,2085708,0,1,0,1,128,0.1,1,0,0
43,257464428729708,2087042,0,1,0,1,128,0.1,0,0,0
44,257464428731125,2088458,0,1,0,1,128,0.1,1,0,0
45,257464428732541,2089875,0,1,0,1,128,0.1,0,0,0
46,257464428733833,2091167,0,1,0,1,128,0.1,0,0,0
47,257464428735166,2092458,0,1,0,1,128,0.1,0,0,0
48,257464428736708,2094042,0,1,0,1,128,0.1,1,0,0
