seq,result_timestamp_ns,latency_ns,user_id,score,label,label_valid,window_size_used,alpha_used,staleness_sec,occupancy_at_decision,is_burst_period
0,257487506476750,792750,0,1,0,1,128,0.02,0,0,0
1,257487506483500,798833,0,1,0,1,128,0.02,0,0,0
2,257487506485083,800375,0,1,0,1,128,0.02,1,0,0
3,257487506486583,801875,0,1,0,1,128,0.02,0,0,0
4,257487506488000,803291,0,1,0,1,128,0.02,1,0,0
5,257487506489416,804708,0,1,0,1,128,0.02,0,0,0
6,257487506490833,806125,0,1,0,1,128,0.02,2,0,0
7,257487506492208,807500,0,1,0,1,128,0.02,3,0,0
8,257487506493583,808875,0,1,0,1,128,0.02,0,0,0
9,257487506494958,810250,0,1,0,1,128,0.02,2,0,0
10,257487506496291,811625,0,1,0,1,128,0.02,1,0,0
11,257487506497666,812958,0,1,0,1,128,0.02,0,0,0
12,257487506499083,814375,0,1,0,1,128,0.02,0,0,0
13,257487506500500,815833,0,1,0,1,128,0.02,1,0,0
14,257487506501958,817250,0,1,0,1,128,0.02,1,0,0
15,257487506503333,818625,0,1,0,1,128,0.02,0,0,0
16,257487506504708,820000,0,1,0,1,128,0.02,0,0,0
17,257487506506041,821333,0,1,0,1,128,0.02,1,0,0
18,257487506507458,822708,0,1,0,1,128,0.02,1,0,0
19,257487506508750,824041,0,1,0,1,128,0.02,1,0,0
20,257487506510083,825375,0,1,0,1,128,0.02,1,0,0
21,257487506511416,826708,0,1,0,1,128,0.02,1,0,0
22,257487506512833,828083,0,1,0,1,128,0.02,1,0,0
23,257487506514166,829458,0,1,0,1,128,0.02,0,0,0
24,257487506515500,830791,0,1,0,1,128,0.02,4,0,0
25,257487506516833,832125,0,1,0,1,128,0.02,0,0,0
26,257487506518208,833500,0,1,0,1,128,0.02,1,0,0
27,257487506519625,834916,0,1,0,1,128,0.02,0,0,0
28,257487506521000,836291,0,1,0,1,128,0.02,0,0,0
29,257487506522291,837666,0,1,0,1,128,0.02,0,0,0
30,257487506523708,839000,0,1,0,1,128,0.02,1,0,0
31,257487506525041,840333,0,1,0,1,128,0.02,1,0,0
32,257487506526375,841666,0,1,0,1,128,0.02,1,0,0
33,257487506527708,843000,0,1,0,1,128,0.02,0,0,0
34,257487506529083,844375,0,1,0,1,128,0.02,0,0,0
35,257487506530416,845666,0,1,0,1,128,0.02,0,0,0
36,257487506531791,847083,0,1,0,1,128,0.02,1,0,0
37,257487506533166,848458,0,1,0,1,128,0.02,0,0,0
38,257487506534500,849791,0,1,0,1,128,0.02,2,0,0
39,257487506535875,851166,0,1,0,1,128,0.02,0,0,0
40,257487506537208,852500,0,1,0,1,128,0.02,3,0,0
41,257487506538541,853833,0,1,0,1,128,0.02,0,0,0
42,257487506539875,855166,0,1,0,1,128,0.02,1,0,0
43,257487506541250,856541,0,1,0,1,128,0.02,0,0,0
44,257487506542583,857958,0,1,0,1,128,0.02,1,0,0
45,257487506544000,859291,0,1,0,1,128,0.02,0,0,0
46,257487506545333,860625,0,1,0,1,128,0.02,0,0,0
47,257487506546625,861916,0,1,0,1,128,0.02,0,0,0
48,257487506547958,863250,0,1,0,1,128,0.02,1,0,0
49,257487506549291,864583,0,1,0,1,128,0.02,0,0,0
50,257487506550583,865875,0,1,0,1,128,0.02,0,0,0
51,257487506551958,867250,0,1,0,1,128,0.02,1,0,0
52,257487506553291,868583,0,1,0,1,128,0.02,0,0,0
53,257487506554625,869958,0,1,0,1,128,0.02,0,0,0
54,257487506556083,871375,0,1,0,1,128,0.02,1,0,0
55,257487506557416,872708,0,1,0,1,128,0.02,1,0,0
56,257487506558750,874041,0,1,0,1,128,0.02,1,0,0
57,257487506560125,875416,0,1,0,1,128,0.02,0,0,0
58,257487506561458,876791,0,1,0,1,128,0.02,1,0,0
59,257487506562833,878125,0,1,0,1,128,0.02,1,0,0
60,257487506564166,879458,0,1,0,1,128,0.02,0,0,0
61,257487506565583,880833,0,1,0,1,128,0.02,0,0,0
62,257487506566875,882166,0,1,0,1,128,0.02,0,0,0
63,257487506568208,883458,0,1,0,1,128,0.02,1,0,0
64,257487506569583,884875,0,1,0,1,128,0.02,0,0,0
65,257487506570875,886166,0,1,0,1,128,0.02,2,0,0
66,257487506572208,887500,0,1,0,1,128,0.02,0,0,0
67,257487506573541,888833,0,1,0,1,128,0.02,0,0,0
68,257487506574875,890166,0,1,0,1,128,0.02,0,0,0
69,257487506576250,891541,0,1,0,1,128,0.02,2,0,0
70,257487506577583,892875,0,1,0,1,128,0.02,0,0,0
71,257487506578916,894208,0,1,0,1,128,0.02,0,0,0
72,257487506580250,895541,0,1,0,1,128,0.02,1,0,0
