seq,result_timestamp_ns,latency_ns,user_id,score,label,label_valid,window_size_used,alpha_used,staleness_sec,occupancy_at_decision,is_burst_period
0,257484052622208,561979333,0,1,0,1,256,0.02,0,0,0
1,257484052633166,561989042,0,1,0,1,256,0.02,0,0,0
2,257484052634750,561990583,0,1,0,1,256,0.02,1,0,0
3,257484052636166,561992000,0,1,0,1,256,0.02,0,0,0
4,257484052637541,561993375,0,1,0,1,256,0.02,1,0,0
5,257484052662625,562018500,0,1,0,1,256,0.02,0,0,0
6,257484052664083,562020000,0,1,0,1,256,0.02,2,0,0
7,257484052665541,562021375,0,1,0,1,256,0.02,3,0,0
8,257484052666875,562022708,0,1,0,1,256,0.02,0,0,0
9,257484052668166,562024000,0,1,0,1,256,0.02,2,0,0
10,257484052669583,562025417,0,1,0,1,256,0.02,1,0,0
11,257484052670958,562026792,0,1,0,1,256,0.02,0,0,0
12,257484052672291,562028125,0,1,0,1,256,0.02,0,0,0
13,257484052673666,562029500,0,1,0,1,256,0.02,1,0,0
14,257484052675083,562030917,0,1,0,1,256,0.02,1,0,0
15,257484052676416,562032250,0,1,0,1,256,0.02,0,0,0
16,257484052677708,562033542,0,1,0,1,256,0.02,0,0,0
17,257484052679083,562034958,0,1,0,1,256,0.02,1,0,0
18,257484052680458,562036292,0,1,0,1,256,0.02,1,0,0
19,257484052681833,562037667,0,1,0,1,256,0.02,1,0,0
20,257484052683166,562039000,0,1,0,1,256,0.02,1,0,0
21,257484052684541,562040375,0,1,0,1,256,0.02,1,0,0
22,257484052685875,562041792,0,1,0,1,256,0.02,1,0,0
23,257484052687333,562043167,0,1,0,1,256,0.02,0,0,0
24,257484052688625,562044458,0,1,0,1,256,0.02,4,0,0
25,257484052689958,562045792,0,1,0,1,256,0.02,0,0,0
26,257484052691291,562047125,0,1,0,1,256,0.02,1,0,0
27,257484052692666,562048542,0,1,0,1,256,0.02,0,0,0
28,257484052694000,562049833,0,1,0,1,256,0.02,0,0,0
29,257484052695333,562051167,0,1,0,1,256,0.02,0,0,0
30,257484052696708,562052542,0,1,0,1,256,0.02,1,0,0
31,257484052698125,562053958,0,1,0,1,256,0.02,1,0,0
32,257484052699458,562055292,0,1,0,1,256,0.02,1,0,0
33,257484052700791,562056625,0,1,0,1,256,0.02,0,0,0
34,257484052702083,562058000,0,1,0,1,256,0.02,0,0,0
35,257484052703458,562059292,0,1,0,1,256,0.02,0,0,0
36,257484052704791,562060625,0,1,0,1,256,0.02,1,0,0
37,257484052706125,562061958,0,1,0,1,256,0.02,0,0,0
38,257484052707500,562063333,0,1,0,1,256,0.02,2,0,0
39,257484052732166,562088167,0,1,0,1,256,0.02,0,0,0
40,257484052734000,562089833,0,1,0,1,256,0.02,3,0,0
41,257484052735500,562091292,0,1,0,1,256,0.02,0,0,0
42,257484052739000,562094833,0,1,0,1,256,0.02,1,0,0
43,257484052740458,562096250,0,1,0,1,256,0.02,0,0,0
44,257484052741875,562097750,0,1,0,1,256,0.02,1,0,0
45,257484052743291,562099125,0,1,0,1,256,0.02,0,0,0
46,257484052744708,562100542,0,1,0,1,256,0.02,0,0,0
47,257484052746041,562101875,0,1,0,1,256,0.02,0,0,0
48,257484052747458,562103292,0,1,0,1,256,0.02,1,0,0
49,257484052748916,562104708,0,1,0,1,256,0.02,0,0,0
50,257484052750250,562106083,0,1,0,1,256,0.02,0,0,0
51,257484052751666,562107583,0,1,0,1,256,0.02,1,0,0
52,257484052753166,562109000,0,1,0,1,256,0.02,0,0,0
53,257484052754583,562110417,0,1,0,1,256,0.02,0,0,0
54,257484052756000,562111917,0,1,0,1,256,0.02,1,0,0
55,257484052757500,562113333,0,1,0,1,256,0.02,1,0,0
56,257484052758833,562114667,0,1,0,1,256,0.02,1,0,0
57,257484052760166,562115958,0,1,0,1,256,0.02,0,0,0
58,257484052761541,562117333,0,1,0,1,256,0.02,1,0,0
59,257484052762833,562118667,0,1,0,1,256,0.02,1,0,0
60,257484052764208,562120042,0,1,0,1,256,0.02,0,0,0
61,257484052765541,562121375,0,1,0,1,256,0.02,0,0,0
62,257484052766916,562122750,0,1,0,1,256,0.02,0,0,0
63,257484052768250,562124083,0,1,0,1,256,0.02,1,0,0
64,257484052769583,562125417,0,1,0,1,256,0.02,0,0,0
65,257484052770958,562126750,0,1,0,1,256,0.02,2,0,0
66,257484052772333,562128167,0,1,0,1,256,0.02,0,0,0
67,257484052773625,562129458,0,1,0,1,256,0.02,0,0,0
68,257484052774916,562130750,0,1,0,1,256,0.02,0,0,0
69,257484052776250,562132125,0,1,0,1,256,0.02,2,0,0
70,257484052777666,562133500,0,1,0,1,256,0.02,0,0,0
71,257484052778958,562134792,0,1,0,1,256,0.02,0,0,0
72,257484052780333,562136125,0,1,0,1,256,0.02,1,0,0
73,257484052811291,562167208,0,1,0,1,256,0.02,1,0,0
74,257484052815000,562170917,0,1,0,1,256,0.02,0,0,0
75,257484052816583,562172417,0,1,0,1,256,0.02,1,0,0
76,257484052818125,562254792,0,1,0,1,256,0.02,0,0,0
77,257484052901125,562257000,0,1,0,1,256,0.02,0,0,0
78,257484052902708,562258500,0,1,0,1,256,0.02,1,0,0
79,257484052907666,562263542,0,1,0,1,256,0.02,0,0,0
80,257484052909125,562264958,0,1,0,1,256,0.02,1,0,0
81,257484052910541,562266375,0,1,0,1,256,0.02,1,0,0
82,257484052911875,562267708,0,1,0,1,256,0.02,0,0,0
83,257484052913291,562269083,0,1,0,1,256,0.02,1,0,0
84,257484052914833,562270625,0,1,0,1,256,0.02,1,0,0
85,257484052916208,562272042,0,1,0,1,256,0.02,1,0,0
86,257484052917583,562273417,0,1,0,1,256,0.02,0,0,0
87,257484052919000,562274875,0,1,0,1,256,0.02,1,0,0
88,257484052920458,562276375,0,1,0,1,256,0.02,0,0,0
89,257484052921916,562277750,0,1,0,1,256,0.02,3,0,0
90,257484052923333,562279125,0,1,0,1,256,0.02,0,0,0
91,257484052924625,562280458,0,1,0,1,256,0.02,1,0,0
92,257484052926000,562281875,0,1,0,1,256,0.02,0,0,0
93,257484052927416,562283250,0,1,0,1,256,0.02,2,0,0
94,257484052928750,562284625,0,1,0,1,256,0.02,2,0,0
95,257484052930208,562286042,0,1,0,1,256,0.02,0,0,0
96,257484052931500,562287333,0,1,0,1,256,0.02,0,0,0
97,257484052932875,562288708,0,1,0,1,256,0.02,3,0,0
98,257484052934291,562290125,0,1,0,1,256,0.02,0,0,0
99,257484052935583,562291417,0,1,0,1,256,0.02,1,0,0
100,257484052937000,562292875,0,1,0,1,256,0.02,0,0,0
101,257484052938375,562294208,0,1,0,1,256,0.02,0,0,0
102,257484053022416,562378333,0,1,0,1,256,0.02,1,0,0
103,257484053024250,562380083,0,1,0,1,256,0.02,0,0,0
104,257484053025750,563087208,0,1,0,1,256,0.02,0,0,0
105,257484053739791,563095708,0,1,0,1,256,0.02,0,0,0
106,257484053741583,563097417,0,1,0,1,256,0.02,1,0,0
107,257484053743083,563098917,0,1,0,1,256,0.02,1,0,0
108,257484053744500,563100333,0,1,0,1,256,0.02,2,0,0
109,257484053745916,563101750,0,1,0,1,256,0.02,0,0,0
110,257484053747333,563103167,0,1,0,1,256,0.02,0,0,0
111,257484053840958,563196917,0,1,0,1,256,0.02,0,0,0
112,257484053842625,563198458,0,1,0,1,256,0.02,1,0,0
113,257484053844083,563202000,0,1,0,1,256,0.02,0,0,0
